movie,genre,synopsis,year,rate,duration,votes,popularity
About Schmidt,Comedy|Drama,A man upon retirement embarks on a journey to his estranged daughter's wedding only to discover more about himself and life than he ever expected.,2002,7.2,125,109795,3543.0
Panic Room,Crime|Drama|Thriller,"A divorced woman and her diabetic daughter take refuge in their newly-purchased house's safe room, when three men break-in, searching for a missing fortune.",2002,6.8,112,212089,1901.0
The Quiet American,Drama|Mystery|Romance,An older British reporter vies with a young U.S. doctor for the affections of a beautiful Vietnamese woman.,2002,7.1,101,24349,
The Bourne Identity,Action|Mystery|Thriller,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and regain his memory.",2002,7.9,119,425154,1031.0
My Big Fat Greek Wedding,Comedy|Family|Romance,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,2002,6.6,95,105047,1760.0
Vanilla Sky,Fantasy|Mystery|Romance,A self-indulgent and vain publishing magnate finds his privileged life upended after a vehicular accident with a resentful lover.,2001,6.9,136,211486,1328.0
Jay and Silent Bob Strike Back,Comedy,"The comic 'Bluntman and Chronic' is based on real-life stoners Jay and Silent Bob, so when they get no profit from a big-screen adaptation they set out to wreck the movie.",2001,6.9,104,131114,1218.0
Jeepers Creepers - Es ist angerichtet,Horror|Mystery,A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is on the last day of its ritualistic eating spree.,2001,6.1,90,90102,1762.0
Catch Me If You Can,Biography|Crime|Drama,"The true story of Frank Abagnale Jr. who, before his 19th birthday, successfully conned millions of dollars' worth of checks as a Pan Am pilot, doctor, and legal prosecutor.",2002,8.0,141,561318,546.0
Black Hawk Down,Drama|Historyy|War,160 elite U.S. soldiers drop into Somalia to capture two top lieutenants of a renegade warlord and find themselves in a desperate battle with a large force of heavily-armed Somalis.,2001,7.7,142,301185,575.0
The Girl Next Door,Comedy|Drama|Romance,A teenager's dreams come true when a former porn star moves in next door and they fall in love.,2004,6.8,108,174854,953.0
The Rookie,Drama|Family|Sport,A Texas baseball coach makes the major league after agreeing to try out if his high school team made the playoffs.,2002,7.0,127,27092,2025.0
The Royal Tenenbaums,Comedy|Drama,An estranged family of former child prodigies reunites when their father announces he is terminally ill.,2001,7.6,110,216309,1619.0
Finding Nemo,Animation|Adventure|Comedy,"After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",2003,8.1,100,727319,497.0
Kill Bill: Vol. 1,Action|Crime|Thriller,The Bride wakens from a four-year coma. The child she carried in her womb is gone. Now she must wreak vengeance on the team of assassins who betrayed her - a team she was once part of.,2003,8.1,111,765424,656.0
Rush Hour 2,Action|Comedy|Crime,"Carter and Lee head to Hong Kong for vacation, but become embroiled in a counterfeit money scam.",2001,6.6,90,164878,2115.0
Spy Game - Der finale Countdown,Action|Crime|Thriller,Retiring CIA agent Nathan Muir recalls his training of Tom Bishop while working against agency politics to free him from his Chinese captors.,2001,7.1,126,123967,1932.0
Scooby-Doo,Adventure|Comedy|Family,"After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",2002,4.9,86,73819,1249.0
Adaptation.,Comedy|Drama,A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.,2002,7.7,114,147224,2404.0
Ice Age,Animation|Adventure|Comedy,"Set during the Ice Age, a sabertooth tiger, a sloth, and a wooly mammoth find a lost human infant, and they try to return him to his tribe.",2002,7.6,81,339723,2411.0
Jimmy Neutron: Boy Genius,Animation|Action|Adventure,An eight year-old boy genius and his friends must rescue their parents after the adults are abducted by aliens.,2001,6.0,82,24802,
The Time Machine,Sci-Fi|Adventure|Action,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",2002,5.9,96,105871,1824.0
A Beautiful Mind,Biography|Drama,"After John Nash, a brilliant but asocial mathematician, accepts secret work in cryptography, his life takes a turn for the nightmarish.",2001,8.2,135,640458,598.0
The Hours,Drama|Romance,"The story of how the novel ""Mrs. Dalloway"" affects three generations of women, all of whom, in one way or another, have had to deal with suicide in their lives.",2002,7.6,114,104612,2197.0
Secretary,Comedy|Drama|Romance,"A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.",2002,7.1,104,69732,1207.0
Lilo & Stitch,Animation|Adventure|Comedy,A Hawaiian girl adopts an unusual pet who is actually a notorious extra-terrestrial fugitive from the law.,2002,7.2,85,122802,1749.0
About a Boy,Comedy|Drama|Romance,"A cynical, immature young man is taught how to act like a grown-up by a little boy.",2002,7.1,101,147188,2222.0
I Am Sam,Drama,"A mentally handicapped man fights for custody of his 7-year-old daughter, and in the process teaches his cold hearted lawyer the value of love and family.",2001,7.6,132,124720,2468.0
The Scorpion King,Action|Adventure|Fantasy,"A desert warrior rises up against the evil army that is destroying his homeland. He captures the enemy's key sorcerer, takes her deep into the desert and prepares for a final showdown.",2002,5.5,92,105396,2534.0
Not Another Teen Movie,Comedy,A sendup of all the teen movies that have accumulated in the past two decades.,2001,5.7,89,82255,919.0
We Were Soldiers,Action|Drama|Historyy,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,2002,7.1,138,106625,1623.0
Insomnia,Drama|Mystery|Thriller,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002,7.2,118,225204,1606.0
Elling,Comedy|Drama,"When his mother, who has sheltered him his entire 40 years, dies, Elling, a sensitive, would-be poet, is sent to live in a state institution. There he meets Kjell Bjarne, a gentle giant and... See full summary И",2001,7.6,89,12539,
Mr. Deeds,Comedy|Romance,"A sweet-natured, small-town guy inherits a controlling stake in a media conglomerate and begins to do business his way.",2002,5.8,96,113561,2382.0
Gosford Park,Comedy|Drama|Mystery,The lives of upstairs guests and downstairs servants at a party in 1932 in a country house in England as they investigate a murder involving one of them.,2001,7.3,133,66638,3486.0
Iris,Biography|Drama|Romance,"True story of the lifelong romance between novelist Iris Murdoch and her husband John Bayley, from their student days through her battle with Alzheimer's disease.",2001,7.1,91,15104,
A Walk to Remember,Drama|Romance,"The story of two North Carolina teens, Landon Carter and Jamie Sullivan, who are thrown together after Landon gets into trouble and is made to do community service.",2002,7.4,101,167562,959.0
The Wild Thornberrys Movie,Adventure|Animation|Family,"Eliza and Debbie are two sisters who don't always get along. But their relationship is put to the test when Debbie's life is in danger, and Eliza might have to give up her power to talk to animals....",2002,5.2,85,12435,
Van Wilder: Party Liaison,Comedy|Romance,The most popular kid on campus meets a beautiful journalist who makes him realize that maybe he's afraid to graduate.,2002,6.4,92,90856,2244.0
No Man's Land,Drama|War,"Bosnia and Herzegovina during 1993 at the time of the heaviest fighting between the two warring sides. Two soldiers from opposing sides in the conflict, Nino and Ciki, become trapped in no man's land, whilst a third soldier becomes a living booby trap.",2001,8.0,98,38677,
Dreamcatcher,Drama|Horror|Sci-Fi,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.,2003,5.5,134,77434,2024.0
Monster's Ball,Drama|Romance,"After a family tragedy, a racist prison guard reexamines his attitudes while falling in love with the African American wife of the last prisoner he executed.",2001,7.1,111,72725,1645.0
Signs,Drama|Mystery|Sci-Fi,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,2002,6.7,106,278134,726.0
The Triplets of Belleville,Animation|Comedy|Drama,"When her grandson is kidnapped during the Tour de France, Madame Souza and her beloved pooch Bruno team up with the Belleville Sisters--an aged song-and-dance team from the days of Fred Astaire--to rescue him.",2003,7.8,78,43600,
Bend It Like Beckham,Comedy|Drama|Romance,The daughter of orthodox Sikh rebels against her parents' traditionalism and joins a football team.,2002,6.7,112,91631,2389.0
Hulk,Action|Sci-Fi,"Bruce Banner, a genetics researcher with a tragic past, suffers an accident that causes him to transform into a raging green monster when he gets angry.",2003,5.7,138,216818,1597.0
Talk to Her,Drama|Mystery|Romance,Two men share an odd friendship while they care for two women who are both in deep comas.,2002,8.0,112,88643,3647.0
Daredevil,Action|Crime|Drama,A man blinded by toxic waste which also enhanced his remaining senses fights crime as an acrobatic martial arts superhero.,2003,5.3,103,179675,1422.0
Zelary,Romance|Drama,"A nurse and her surgeon-lover are part of a resistance movement in 1940s Czechoslovakia. When they are discovered, her lover flees and she must find a place to hide. A patient whose life ... See full summary И",2003,7.7,150,2908,
Red Dragon,Crime|Drama|Thriller,"A retired FBI agent with psychological gifts is assigned to help track down ""The Tooth Fairy"", a mysterious serial killer; aiding him is imprisoned criminal genius Hannibal ""The Cannibal"" Lecter.",2002,7.2,124,208995,1443.0
The Butterfly Effect,Sci-Fi|Thriller,"Evan Treborn suffers blackouts during significant events of his life. As he grows up, he finds a way to remember these lost memories and a supernatural way to alter his life by reading his journal.",2004,7.7,113,369820,1156.0
X-Men 2,Action|Adventure|Fantasy,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces.",2003,7.5,134,419112,1499.0
The Recruit,Action|Drama|Mystery,A brilliant young CIA trainee is asked by his mentor to help find a mole in the Agency.,2003,6.6,115,115655,2246.0
Son of the Bride,Comedy|Drama,"At age 42, Rafael Belvedere is having a crisis. He lives in the shadow of his father, he feels guilty about rarely visiting his aging mother, his ex-wife says he doesn't spend enough time ... See full summary И",2001,7.9,123,12025,
The Phantom of the Opera,Drama|Musical|Romance,A young soprano becomes the obsession of a disfigured musical genius who lives beneath the Paris Opéra House.,2004,7.3,143,98851,652.0
